A;B;mag1;mag2;couple_mag;union_product;commun_reappro1
158;12;158;12;(158, 12);112;79
158;112;158;112;(158, 112);109;78
158;154;158;154;(158, 154);114;80
158;162;162;158;(158, 162);116;80
158;76;158;76;(158, 76);125;75
158;3;158;3;(158, 3);113;80
158;84;158;84;(158, 84);129;79
158;179;179;158;(158, 179);118;78
158;152;158;152;(158, 152);110;69
158;61;158;61;(158, 61);126;78
158;63;158;63;(158, 63);110;73
158;142;158;142;(158, 142);115;79
158;191;191;158;(158, 191);114;76
158;10;158;10;(158, 10);116;79
158;89;158;89;(158, 89);131;76
158;187;187;158;(158, 187);113;79
158;174;174;158;(158, 174);111;79
158;297;297;158;(158, 297);115;79
158;39;158;39;(158, 39);113;79
158;185;185;158;(158, 185);114;80
158;115;158;115;(158, 115);112;79
158;78;158;78;(158, 78);105;78
158;4;158;4;(158, 4);111;78
158;189;189;158;(158, 189);125;80
158;199;199;158;(158, 199);107;80
158;25;158;25;(158, 25);104;79
158;51;158;51;(158, 51);111;77
158;294;294;158;(158, 294);117;80
158;298;298;158;(158, 298);114;79
158;146;158;146;(158, 146);117;76
158;59;158;59;(158, 59);112;79
158;30;158;30;(158, 30);109;80
158;159;159;158;(158, 159);111;79
158;23;158;23;(158, 23);128;80
158;26;158;26;(158, 26);107;78
158;72;158;72;(158, 72);114;80
158;155;158;155;(158, 155);116;80
158;18;158;18;(158, 18);109;79
158;88;158;88;(158, 88);133;79
158;194;194;158;(158, 194);111;78
158;180;180;158;(158, 180);111;79
158;293;293;158;(158, 293);119;78
158;173;173;158;(158, 173);123;80
55;148;148;55;(55, 148);128;77
55;176;176;55;(55, 176);129;79
55;182;182;55;(55, 182);131;63
55;36;55;36;(55, 36);127;74
55;153;153;55;(55, 153);131;76
55;71;71;55;(55, 71);136;79
55;177;177;55;(55, 177);129;78
55;163;163;55;(55, 163);131;79
55;14;55;14;(55, 14);126;78
55;166;166;55;(55, 166);126;79
55;117;117;55;(55, 117);131;79
55;41;55;41;(55, 41);129;80
55;32;55;32;(55, 32);128;80
55;145;145;55;(55, 145);129;80
55;22;55;22;(55, 22);131;79
55;13;55;13;(55, 13);128;80
55;205;205;55;(55, 205);129;52
55;6;55;6;(55, 6);127;73
55;130;130;55;(55, 130);127;79
55;45;55;45;(55, 45);125;79
55;46;55;46;(55, 46);131;79
55;164;164;55;(55, 164);126;77
55;27;55;27;(55, 27);127;79
55;67;67;55;(55, 67);129;79
55;12;55;12;(55, 12);127;79
55;112;112;55;(55, 112);127;79
55;154;154;55;(55, 154);131;79
55;162;162;55;(55, 162);130;79
55;76;76;55;(55, 76);133;75
55;3;55;3;(55, 3);130;80
55;84;84;55;(55, 84);132;78
55;179;179;55;(55, 179);124;78
55;152;152;55;(55, 152);130;69
55;61;61;55;(55, 61);134;77
55;63;63;55;(55, 63);125;73
55;142;142;55;(55, 142);125;88
55;191;191;55;(55, 191);129;77
55;10;55;10;(55, 10);131;79
55;89;89;55;(55, 89);132;76
55;187;187;55;(55, 187);127;79
55;174;174;55;(55, 174);127;79
55;297;297;55;(55, 297);129;79
55;39;55;39;(55, 39);129;79
55;185;185;55;(55, 185);130;79
55;115;115;55;(55, 115);127;79
55;78;78;55;(55, 78);124;78
55;4;55;4;(55, 4);127;78
55;189;189;55;(55, 189);129;90
55;199;199;55;(55, 199);126;80
55;25;55;25;(55, 25);124;79
55;51;55;51;(55, 51);129;77
55;294;294;55;(55, 294);130;81
55;298;298;55;(55, 298);130;78
55;146;146;55;(55, 146);129;76
55;59;59;55;(55, 59);126;79
55;30;55;30;(55, 30);128;80
55;159;159;55;(55, 159);129;79
55;23;55;23;(55, 23);132;80
55;26;55;26;(55, 26);127;78
55;72;72;55;(55, 72);128;79
55;155;155;55;(55, 155);130;79
55;18;55;18;(55, 18);126;79
55;88;88;55;(55, 88);134;79
55;194;194;55;(55, 194);128;78
55;180;180;55;(55, 180);127;79
55;293;293;55;(55, 293);126;78
55;173;173;55;(55, 173);129;80
148;176;176;148;(148, 176);127;77
148;182;182;148;(148, 182);125;60
148;36;148;36;(148, 36);112;73
148;153;153;148;(148, 153);118;76
148;71;148;71;(148, 71);136;77
148;177;177;148;(148, 177);118;75
148;163;163;148;(148, 163);119;77
148;14;148;14;(148, 14);113;77
148;166;166;148;(148, 166);113;77
148;117;148;117;(148, 117);118;77
148;41;148;41;(148, 41);116;77
148;32;148;32;(148, 32);116;77
148;145;148;145;(148, 145);113;77
148;22;148;22;(148, 22);118;77
148;13;148;13;(148, 13);116;77
148;205;205;148;(148, 205);116;52
148;6;148;6;(148, 6);115;71
148;130;148;130;(148, 130);114;77
148;45;148;45;(148, 45);114;76
148;46;148;46;(148, 46);119;77
148;164;164;148;(148, 164);111;76
148;27;148;27;(148, 27);114;77
148;67;148;67;(148, 67);115;77
148;12;148;12;(148, 12);116;77
148;112;148;112;(148, 112);114;76
148;154;154;148;(148, 154);116;77
148;162;162;148;(148, 162);118;77
148;76;148;76;(148, 76);129;75
148;3;148;3;(148, 3);116;77
148;84;148;84;(148, 84);131;76
148;179;179;148;(148, 179);125;76
148;152;152;148;(148, 152);116;69
148;61;148;61;(148, 61);129;76
148;63;148;63;(148, 63);116;73
148;142;148;142;(148, 142);121;76
148;191;191;148;(148, 191);114;76
148;10;148;10;(148, 10);118;77
148;89;148;89;(148, 89);131;74
148;187;187;148;(148, 187);116;77
148;174;174;148;(148, 174);116;77
148;297;297;148;(148, 297);116;77
148;39;148;39;(148, 39);115;77
148;185;185;148;(148, 185);115;77
148;115;148;115;(148, 115);115;77
148;78;148;78;(148, 78);111;76
148;4;148;4;(148, 4);116;77
148;189;189;148;(148, 189);128;77
148;199;199;148;(148, 199);111;77
148;25;148;25;(148, 25);111;77
148;51;148;51;(148, 51);118;75
148;294;294;148;(148, 294);119;77
148;298;298;148;(148, 298);116;77
148;146;148;146;(148, 146);117;76
148;59;148;59;(148, 59);119;77
148;30;148;30;(148, 30);115;77
148;159;159;148;(148, 159);115;77
148;23;148;23;(148, 23);131;77
148;26;148;26;(148, 26);112;76
148;72;148;72;(148, 72);115;77
148;155;155;148;(148, 155);118;77
148;18;148;18;(148, 18);112;77
148;88;148;88;(148, 88);133;77
148;194;194;148;(148, 194);114;76
148;180;180;148;(148, 180);112;77
148;293;293;148;(148, 293);126;76
148;173;173;148;(148, 173);127;77
176;182;182;176;(176, 182);131;62
176;36;176;36;(176, 36);126;74
176;153;176;153;(176, 153);130;76
176;71;176;71;(176, 71);136;79
176;177;177;176;(176, 177);131;78
176;163;176;163;(176, 163);131;79
176;14;176;14;(176, 14);128;78
176;166;176;166;(176, 166);124;79
176;117;176;117;(176, 117);132;79
176;41;176;41;(176, 41);130;79
176;32;176;32;(176, 32);127;79
176;145;176;145;(176, 145);126;79
176;22;176;22;(176, 22);131;79
176;13;176;13;(176, 13);128;79
176;205;205;176;(176, 205);129;52
176;6;176;6;(176, 6);126;73
176;130;176;130;(176, 130);129;79
176;45;176;45;(176, 45);127;78
176;46;176;46;(176, 46);132;79
176;164;176;164;(176, 164);127;77
176;27;176;27;(176, 27);124;80
176;67;176;67;(176, 67);127;79
176;12;176;12;(176, 12);131;79
176;112;176;112;(176, 112);124;78
176;154;176;154;(176, 154);129;79
176;162;176;162;(176, 162);130;79
176;76;176;76;(176, 76);136;75
176;3;176;3;(176, 3);130;79
176;84;176;84;(176, 84);131;78
176;179;179;176;(176, 179);124;78
176;152;176;152;(176, 152);130;69
176;61;176;61;(176, 61);137;77
176;63;176;63;(176, 63);128;73
176;142;176;142;(176, 142);124;78
176;191;191;176;(176, 191);128;76
176;10;176;10;(176, 10);134;79
176;89;176;89;(176, 89);132;76
176;187;187;176;(176, 187);127;79
176;174;176;174;(176, 174);126;79
176;297;297;176;(176, 297);130;79
176;39;176;39;(176, 39);128;79
176;185;185;176;(176, 185);129;79
176;115;176;115;(176, 115);127;79
176;78;176;78;(176, 78);123;78
176;4;176;4;(176, 4);127;78
176;189;189;176;(176, 189);128;79
176;199;199;176;(176, 199);124;79
176;25;176;25;(176, 25);123;79
176;51;176;51;(176, 51);130;77
176;294;294;176;(176, 294);130;79
176;298;298;176;(176, 298);130;78
176;146;176;146;(176, 146);130;76
176;59;176;59;(176, 59);126;79
176;30;176;30;(176, 30);127;79
176;159;176;159;(176, 159);130;79
176;23;176;23;(176, 23);132;79
176;26;176;26;(176, 26);123;78
176;72;176;72;(176, 72);128;79
176;155;176;155;(176, 155);130;79
176;18;176;18;(176, 18);127;79
176;88;176;88;(176, 88);133;79
176;194;194;176;(176, 194);126;78
176;180;180;176;(176, 180);127;79
176;293;293;176;(176, 293);123;78
176;173;176;173;(176, 173);129;80
182;36;182;36;(182, 36);124;60
182;153;182;153;(182, 153);126;60
182;71;182;71;(182, 71);139;62
182;177;182;177;(182, 177);125;61
182;163;182;163;(182, 163);122;64
182;14;182;14;(182, 14);124;63
182;166;182;166;(182, 166);121;63
182;117;182;117;(182, 117);124;64
182;41;182;41;(182, 41);126;64
182;32;182;32;(182, 32);124;65
182;145;182;145;(182, 145);125;64
182;22;182;22;(182, 22);125;65
182;13;182;13;(182, 13);124;65
182;205;205;182;(182, 205);126;52
182;6;182;6;(182, 6);123;58
182;130;182;130;(182, 130);125;62
182;45;182;45;(182, 45);121;64
182;46;182;46;(182, 46);125;65
182;164;182;164;(182, 164);124;61
182;27;182;27;(182, 27);123;63
182;67;182;67;(182, 67);122;64
182;12;182;12;(182, 12);123;63
182;112;182;112;(182, 112);123;62
182;154;182;154;(182, 154);128;64
182;162;182;162;(182, 162);126;63
182;76;182;76;(182, 76);130;59
182;3;182;3;(182, 3);126;65
182;84;182;84;(182, 84);132;64
182;179;182;179;(182, 179);131;61
182;152;182;152;(182, 152);125;57
182;61;182;61;(182, 61);131;61
182;63;182;63;(182, 63);125;58
182;142;182;142;(182, 142);125;64
182;191;191;182;(182, 191);126;60
182;10;182;10;(182, 10);126;63
182;89;182;89;(182, 89);137;61
182;187;187;182;(182, 187);123;62
182;174;182;174;(182, 174);124;62
182;297;297;182;(182, 297);125;62
182;39;182;39;(182, 39);125;62
182;185;185;182;(182, 185);125;64
182;115;182;115;(182, 115);123;62
182;78;182;78;(182, 78);121;61
182;4;182;4;(182, 4);123;61
182;189;189;182;(182, 189);132;65
182;199;199;182;(182, 199);123;65
182;25;182;25;(182, 25);121;62
182;51;182;51;(182, 51);121;63
182;294;294;182;(182, 294);129;65
182;298;298;182;(182, 298);127;62
182;146;182;146;(182, 146);126;59
182;59;182;59;(182, 59);125;62
182;30;182;30;(182, 30);122;65
182;159;182;159;(182, 159);126;62
182;23;182;23;(182, 23);133;65
182;26;182;26;(182, 26);122;61
182;72;182;72;(182, 72);125;63
182;155;182;155;(182, 155);126;63
182;18;182;18;(182, 18);123;62
182;88;182;88;(182, 88);135;63
182;194;194;182;(182, 194);124;61
182;180;182;180;(182, 180);124;62
182;293;293;182;(182, 293);130;63
182;173;182;173;(182, 173);131;64
36;153;153;36;(36, 153);117;72
36;71;71;36;(36, 71);136;74
36;177;177;36;(36, 177);117;72
36;163;163;36;(36, 163);118;75
36;14;36;14;(36, 14);110;75
36;166;166;36;(36, 166);111;75
36;117;117;36;(36, 117);117;74
36;41;41;36;(36, 41);116;75
36;32;36;32;(36, 32);115;75
36;145;145;36;(36, 145);112;75
36;22;36;22;(36, 22);117;75
36;13;36;13;(36, 13);116;75
36;205;205;36;(36, 205);116;50
36;6;36;6;(36, 6);114;69
36;130;130;36;(36, 130);115;74
36;45;45;36;(36, 45);114;74
36;46;46;36;(36, 46);118;75
36;164;164;36;(36, 164);112;73
36;27;36;27;(36, 27);112;74
36;67;67;36;(36, 67);115;75
36;12;36;12;(36, 12);115;74
36;112;112;36;(36, 112);113;73
36;154;154;36;(36, 154);116;75
36;162;162;36;(36, 162);118;75
36;76;76;36;(36, 76);129;72
36;3;36;3;(36, 3);116;75
36;84;84;36;(36, 84);131;74
36;179;179;36;(36, 179);124;73
36;152;152;36;(36, 152);114;66
36;61;61;36;(36, 61);129;73
36;63;63;36;(36, 63);115;70
36;142;142;36;(36, 142);121;74
36;191;191;36;(36, 191);113;72
36;10;36;10;(36, 10);119;74
36;89;89;36;(36, 89);132;72
36;187;187;36;(36, 187);114;74
36;174;174;36;(36, 174);115;74
36;297;297;36;(36, 297);115;74
36;39;39;36;(36, 39);115;74
36;185;185;36;(36, 185);114;75
36;115;115;36;(36, 115);114;74
36;78;78;36;(36, 78);111;73
36;4;36;4;(36, 4);115;74
36;189;189;36;(36, 189);127;75
36;199;199;36;(36, 199);111;75
36;25;36;25;(36, 25);111;74
36;51;51;36;(36, 51);118;72
36;294;294;36;(36, 294);119;75
36;298;298;36;(36, 298);116;74
36;146;146;36;(36, 146);117;72
36;59;59;36;(36, 59);115;74
36;30;36;30;(36, 30);115;75
36;159;159;36;(36, 159);116;74
36;23;36;23;(36, 23);132;75
36;26;36;26;(36, 26);111;73
36;72;72;36;(36, 72);114;75
36;155;155;36;(36, 155);118;75
36;18;36;18;(36, 18);112;74
36;88;88;36;(36, 88);133;74
36;194;194;36;(36, 194);112;73
36;180;180;36;(36, 180);112;74
36;293;293;36;(36, 293);124;73
36;173;173;36;(36, 173);127;75
153;71;153;71;(153, 71);137;76
153;177;177;153;(153, 177);122;74
153;163;163;153;(153, 163);122;77
153;14;153;14;(153, 14);114;76
153;166;166;153;(153, 166);115;76
153;117;153;117;(153, 117);118;78
153;41;153;41;(153, 41);121;76
153;32;153;32;(153, 32);118;76
153;145;153;145;(153, 145);116;78
153;22;153;22;(153, 22);122;77
153;13;153;13;(153, 13);121;76
153;205;205;153;(153, 205);119;52
153;6;153;6;(153, 6);116;71
153;130;153;130;(153, 130);117;76
153;45;153;45;(153, 45);118;75
153;46;153;46;(153, 46);121;77
153;164;164;153;(153, 164);118;75
153;27;153;27;(153, 27);118;76
153;67;153;67;(153, 67);117;77
153;12;153;12;(153, 12);118;77
153;112;153;112;(153, 112);118;76
153;154;154;153;(153, 154);119;76
153;162;162;153;(153, 162);121;76
153;76;153;76;(153, 76);132;75
153;3;153;3;(153, 3);116;76
153;84;153;84;(153, 84);133;76
153;179;179;153;(153, 179);125;77
153;152;153;152;(153, 152);115;70
153;61;153;61;(153, 61);132;76
153;63;153;63;(153, 63);115;73
153;142;153;142;(153, 142);124;76
153;191;191;153;(153, 191);121;76
153;10;153;10;(153, 10);120;77
153;89;153;89;(153, 89);132;73
153;187;187;153;(153, 187);118;76
153;174;174;153;(153, 174);119;76
153;297;297;153;(153, 297);121;76
153;39;153;39;(153, 39);117;76
153;185;185;153;(153, 185);120;77
153;115;153;115;(153, 115);119;76
153;78;153;78;(153, 78);116;75
153;4;153;4;(153, 4);118;76
153;189;189;153;(153, 189);133;76
153;199;199;153;(153, 199);116;76
153;25;153;25;(153, 25);115;76
153;51;153;51;(153, 51);119;75
153;294;294;153;(153, 294);122;76
153;298;298;153;(153, 298);118;76
153;146;153;146;(153, 146);122;77
153;59;153;59;(153, 59);120;76
153;30;153;30;(153, 30);118;76
153;159;159;153;(153, 159);116;76
153;23;153;23;(153, 23);134;77
153;26;153;26;(153, 26);116;76
153;72;153;72;(153, 72);120;76
153;155;155;153;(153, 155);121;76
153;18;153;18;(153, 18);117;76
153;88;153;88;(153, 88);135;77
153;194;194;153;(153, 194);117;76
153;180;180;153;(153, 180);117;76
153;293;293;153;(153, 293);128;76
153;173;173;153;(153, 173);129;76
71;177;177;71;(71, 177);136;77
71;163;163;71;(71, 163);139;79
71;14;71;14;(71, 14);136;78
71;166;166;71;(71, 166);136;79
71;117;117;71;(71, 117);139;79
71;41;71;41;(71, 41);136;79
71;32;71;32;(71, 32);136;79
71;145;145;71;(71, 145);136;79
71;22;71;22;(71, 22);139;79
71;13;71;13;(71, 13);136;79
71;205;205;71;(71, 205);136;52
71;6;71;6;(71, 6);136;73
71;130;130;71;(71, 130);136;79
71;45;71;45;(71, 45);136;78
71;46;71;46;(71, 46);139;79
71;164;164;71;(71, 164);136;77
71;27;71;27;(71, 27);136;79
71;67;71;67;(71, 67);139;79
71;12;71;12;(71, 12);139;79
71;112;112;71;(71, 112);136;78
71;154;154;71;(71, 154);136;79
71;162;162;71;(71, 162);136;79
71;76;76;71;(71, 76);141;75
71;3;71;3;(71, 3);136;79
71;84;84;71;(71, 84);139;78
71;179;179;71;(71, 179);136;78
71;152;152;71;(71, 152);139;69
71;61;71;61;(71, 61);141;77
71;63;71;63;(71, 63);136;73
71;142;142;71;(71, 142);136;78
71;191;191;71;(71, 191);136;76
71;10;71;10;(71, 10);139;79
71;89;89;71;(71, 89);136;76
71;187;187;71;(71, 187);136;79
71;174;174;71;(71, 174);136;79
71;297;297;71;(71, 297);136;79
71;39;71;39;(71, 39);136;79
71;185;185;71;(71, 185);138;79
71;115;115;71;(71, 115);136;79
71;78;78;71;(71, 78);136;78
71;4;71;4;(71, 4);136;78
71;189;189;71;(71, 189);136;79
71;199;199;71;(71, 199);136;79
71;25;71;25;(71, 25);136;79
71;51;71;51;(71, 51);139;77
71;294;294;71;(71, 294);136;79
71;298;298;71;(71, 298);136;78
71;146;146;71;(71, 146);136;76
71;59;71;59;(71, 59);138;79
71;30;71;30;(71, 30);137;79
71;159;159;71;(71, 159);136;79
71;23;71;23;(71, 23);141;79
71;26;71;26;(71, 26);136;78
71;72;72;71;(71, 72);136;79
71;155;155;71;(71, 155);136;79
71;18;71;18;(71, 18);136;79
71;88;88;71;(71, 88);139;79
71;194;194;71;(71, 194);136;78
71;180;180;71;(71, 180);136;79
71;293;293;71;(71, 293);136;77
71;173;173;71;(71, 173);136;79
177;163;177;163;(177, 163);120;77
177;14;177;14;(177, 14);117;76
177;166;177;166;(177, 166);117;77
177;117;177;117;(177, 117);121;77
177;41;177;41;(177, 41);118;78
177;32;177;32;(177, 32);118;78
177;145;177;145;(177, 145);118;78
177;22;177;22;(177, 22);120;77
177;13;177;13;(177, 13);118;79
177;205;205;177;(177, 205);118;50
177;6;177;6;(177, 6);117;71
177;130;177;130;(177, 130);120;77
177;45;177;45;(177, 45);117;77
177;46;177;46;(177, 46);120;77
177;164;177;164;(177, 164);118;75
177;27;177;27;(177, 27);117;79
177;67;177;67;(177, 67);120;77
177;12;177;12;(177, 12);120;77
177;112;177;112;(177, 112);117;77
177;154;177;154;(177, 154);120;77
177;162;177;162;(177, 162);120;77
177;76;177;76;(177, 76);131;73
177;3;177;3;(177, 3);120;78
177;84;177;84;(177, 84);135;76
177;179;179;177;(177, 179);131;76
177;152;177;152;(177, 152);122;67
177;61;177;61;(177, 61);131;75
177;63;177;63;(177, 63);120;71
177;142;177;142;(177, 142);126;77
177;191;191;177;(177, 191);118;75
177;10;177;10;(177, 10);123;77
177;89;177;89;(177, 89);134;75
177;187;187;177;(177, 187);117;77
177;174;177;174;(177, 174);120;77
177;297;297;177;(177, 297);118;78
177;39;177;39;(177, 39);118;77
177;185;185;177;(177, 185);119;77
177;115;177;115;(177, 115);117;78
177;78;177;78;(177, 78);117;76
177;4;177;4;(177, 4);117;76
177;189;189;177;(177, 189);130;78
177;199;199;177;(177, 199);117;78
177;25;177;25;(177, 25);117;77
177;51;177;51;(177, 51);120;75
177;294;294;177;(177, 294);121;78
177;298;298;177;(177, 298);119;77
177;146;177;146;(177, 146);120;74
177;59;177;59;(177, 59);123;77
177;30;177;30;(177, 30);119;78
177;159;177;159;(177, 159);120;77
177;23;177;23;(177, 23);136;78
177;26;177;26;(177, 26);117;76
177;72;177;72;(177, 72);117;78
177;155;177;155;(177, 155);120;77
177;18;177;18;(177, 18);117;77
177;88;177;88;(177, 88);135;77
177;194;194;177;(177, 194);117;76
177;180;180;177;(177, 180);117;77
177;293;293;177;(177, 293);131;77
177;173;177;173;(177, 173);127;79
163;14;163;14;(163, 14);118;79
163;166;166;163;(163, 166);116;80
163;117;163;117;(163, 117);119;82
163;41;163;41;(163, 41);121;80
163;32;163;32;(163, 32);119;80
163;145;163;145;(163, 145);119;80
163;22;163;22;(163, 22);120;83
163;13;163;13;(163, 13);119;80
163;205;205;163;(163, 205);121;52
163;6;163;6;(163, 6);117;73
163;130;163;130;(163, 130);120;79
163;45;163;45;(163, 45);116;79
163;46;163;46;(163, 46);120;83
163;164;164;163;(163, 164);119;78
163;27;163;27;(163, 27);118;79
163;67;163;67;(163, 67);116;83
163;12;163;12;(163, 12);118;82
163;112;163;112;(163, 112);118;78
163;154;163;154;(163, 154);123;80
163;162;163;162;(163, 162);121;80
163;76;163;76;(163, 76);128;75
163;3;163;3;(163, 3);121;80
163;84;163;84;(163, 84);132;82
163;179;179;163;(163, 179);131;78
163;152;163;152;(163, 152);120;72
163;61;163;61;(163, 61);129;78
163;63;163;63;(163, 63);121;73
163;142;163;142;(163, 142);126;79
163;191;191;163;(163, 191);121;76
163;10;163;10;(163, 10);121;82
163;89;163;89;(163, 89);137;76
163;187;187;163;(163, 187);118;79
163;174;174;163;(163, 174);119;79
163;297;297;163;(163, 297);119;79
163;39;163;39;(163, 39);120;79
163;185;185;163;(163, 185);119;82
163;115;163;115;(163, 115);117;79
163;78;163;78;(163, 78);116;78
163;4;163;4;(163, 4);117;78
163;189;189;163;(163, 189);131;80
163;199;199;163;(163, 199);117;80
163;25;163;25;(163, 25);116;79
163;51;163;51;(163, 51);116;80
163;294;294;163;(163, 294);124;80
163;298;298;163;(163, 298);121;79
163;146;163;146;(163, 146);121;76
163;59;163;59;(163, 59);122;79
163;30;163;30;(163, 30);117;81
163;159;163;159;(163, 159);121;79
163;23;163;23;(163, 23);132;83
163;26;163;26;(163, 26);116;78
163;72;163;72;(163, 72);120;80
163;155;163;155;(163, 155);121;80
163;18;163;18;(163, 18);118;79
163;88;163;88;(163, 88);135;82
163;194;194;163;(163, 194);119;78
163;180;180;163;(163, 180);118;79
163;293;293;163;(163, 293);131;78
163;173;173;163;(163, 173);128;80
14;166;166;14;(14, 166);106;79
14;117;117;14;(14, 117);111;79
14;41;41;14;(14, 41);116;79
14;32;32;14;(14, 32);110;80
14;145;145;14;(14, 145);113;79
14;22;22;14;(14, 22);118;80
14;13;14;13;(14, 13);116;80
14;205;205;14;(14, 205);114;52
14;6;14;6;(14, 6);111;72
14;130;130;14;(14, 130);109;78
14;45;45;14;(14, 45);112;78
14;46;46;14;(14, 46);117;80
14;164;164;14;(14, 164);110;77
14;27;27;14;(14, 27);113;79
14;67;67;14;(14, 67);114;79
14;12;14;12;(14, 12);108;78
14;112;112;14;(14, 112);114;77
14;154;154;14;(14, 154);117;80
14;162;162;14;(14, 162);118;79
14;76;76;14;(14, 76);126;75
14;3;14;3;(14, 3);114;80
14;84;84;14;(14, 84);131;78
14;179;179;14;(14, 179);117;77
14;152;152;14;(14, 152);107;69
14;61;61;14;(14, 61);127;77
14;63;63;14;(14, 63);106;73
14;142;142;14;(14, 142);119;79
14;191;191;14;(14, 191);115;76
14;10;14;10;(14, 10);117;78
14;89;89;14;(14, 89);131;75
14;187;187;14;(14, 187);110;78
14;174;174;14;(14, 174);114;78
14;297;297;14;(14, 297);115;78
14;39;39;14;(14, 39);109;78
14;185;185;14;(14, 185);116;79
14;115;115;14;(14, 115);114;78
14;78;78;14;(14, 78);111;77
14;4;14;4;(14, 4);114;78
14;189;189;14;(14, 189);129;80
14;199;199;14;(14, 199);111;80
14;25;25;14;(14, 25);110;78
14;51;51;14;(14, 51);115;77
14;294;294;14;(14, 294);118;80
14;298;298;14;(14, 298);115;78
14;146;146;14;(14, 146);117;76
14;59;59;14;(14, 59);109;78
14;30;30;14;(14, 30);113;80
14;159;159;14;(14, 159);113;78
14;23;23;14;(14, 23);131;79
14;26;26;14;(14, 26);112;77
14;72;72;14;(14, 72);115;79
14;155;155;14;(14, 155);118;79
14;18;18;14;(14, 18);111;78
14;88;88;14;(14, 88);133;78
14;194;194;14;(14, 194);112;77
14;180;180;14;(14, 180);112;78
14;293;293;14;(14, 293);122;78
14;173;173;14;(14, 173);126;79
166;117;166;117;(166, 117);110;79
166;41;166;41;(166, 41);117;80
166;32;166;32;(166, 32);108;80
166;145;166;145;(166, 145);111;80
166;22;166;22;(166, 22);118;80
166;13;166;13;(166, 13);115;80
166;205;205;166;(166, 205);114;52
166;6;166;6;(166, 6);110;73
166;130;166;130;(166, 130);109;79
166;45;166;45;(166, 45);111;80
166;46;166;46;(166, 46);118;80
166;164;166;164;(166, 164);110;78
166;27;166;27;(166, 27);110;79
166;67;166;67;(166, 67);112;80
166;12;166;12;(166, 12);110;79
166;112;166;112;(166, 112);110;78
166;154;166;154;(166, 154);115;80
166;162;166;162;(166, 162);117;80
166;76;166;76;(166, 76);126;75
166;3;166;3;(166, 3);113;80
166;84;166;84;(166, 84);130;79
166;179;179;166;(166, 179);115;78
166;152;166;152;(166, 152);107;69
166;61;166;61;(166, 61);128;78
166;63;166;63;(166, 63);107;73
166;142;166;142;(166, 142);117;79
166;191;191;166;(166, 191);115;76
166;10;166;10;(166, 10);119;79
166;89;166;89;(166, 89);133;76
166;187;187;166;(166, 187);109;79
166;174;174;166;(166, 174);112;79
166;297;297;166;(166, 297);115;79
166;39;166;39;(166, 39);109;79
166;185;185;166;(166, 185);115;80
166;115;166;115;(166, 115);113;79
166;78;166;78;(166, 78);108;78
166;4;166;4;(166, 4);111;78
166;189;189;166;(166, 189);125;80
166;199;199;166;(166, 199);110;80
166;25;166;25;(166, 25);107;79
166;51;166;51;(166, 51);113;77
166;294;294;166;(166, 294);118;80
166;298;298;166;(166, 298);115;79
166;146;166;146;(166, 146);117;76
166;59;166;59;(166, 59);107;79
166;30;166;30;(166, 30);111;80
166;159;166;159;(166, 159);114;79
166;23;166;23;(166, 23);130;80
166;26;166;26;(166, 26);108;78
166;72;166;72;(166, 72);115;80
166;155;166;155;(166, 155);117;80
166;18;166;18;(166, 18);112;79
166;88;166;88;(166, 88);134;79
166;194;194;166;(166, 194);109;78
166;180;180;166;(166, 180);113;79
166;293;293;166;(166, 293);121;78
166;173;173;166;(166, 173);123;80
117;41;117;41;(117, 41);122;79
117;32;117;32;(117, 32);117;80
117;145;145;117;(117, 145);117;80
117;22;117;22;(117, 22);120;83
117;13;117;13;(117, 13);122;80
117;205;205;117;(117, 205);119;52
117;6;117;6;(117, 6);117;73
117;130;130;117;(117, 130);113;79
117;45;117;45;(117, 45);114;78
117;46;117;46;(117, 46);120;83
117;164;164;117;(117, 164);113;77
117;27;117;27;(117, 27);118;80
117;67;117;67;(117, 67);115;82
117;12;117;12;(117, 12);112;82
117;112;117;112;(117, 112);118;78
117;154;154;117;(117, 154);121;80
117;162;162;117;(117, 162);124;79
117;76;117;76;(117, 76);125;75
117;3;117;3;(117, 3);118;80
117;84;117;84;(117, 84);133;81
117;179;179;117;(117, 179);122;79
117;152;152;117;(117, 152);110;72
117;61;117;61;(117, 61);126;77
117;63;117;63;(117, 63);112;73
117;142;142;117;(117, 142);122;79
117;191;191;117;(117, 191);121;76
117;10;117;10;(117, 10);119;82
117;89;117;89;(117, 89);137;76
117;187;187;117;(117, 187);117;79
117;174;174;117;(117, 174);119;79
117;297;297;117;(117, 297);121;79
117;39;117;39;(117, 39);116;79
117;185;185;117;(117, 185);119;81
117;115;117;115;(117, 115);120;79
117;78;117;78;(117, 78);112;78
117;4;117;4;(117, 4);118;78
117;189;189;117;(117, 189);131;80
117;199;199;117;(117, 199);114;80
117;25;117;25;(117, 25);111;79
117;51;117;51;(117, 51);114;81
117;294;294;117;(117, 294);123;80
117;298;298;117;(117, 298);120;78
117;146;146;117;(117, 146);122;77
117;59;117;59;(117, 59);116;79
117;30;117;30;(117, 30);116;81
117;159;159;117;(117, 159);117;79
117;23;117;23;(117, 23);132;82
117;26;117;26;(117, 26);116;78
117;72;117;72;(117, 72);121;79
117;155;155;117;(117, 155);124;79
117;18;117;18;(117, 18);113;79
