A;B;mag1;mag2;couple_mag;union_product;commun_reappro1
117;88;117;88;(117, 88);136;82
117;194;194;117;(117, 194);116;78
117;180;180;117;(117, 180);117;79
117;293;293;117;(117, 293);128;78
117;173;173;117;(117, 173);128;79
41;32;41;32;(41, 32);116;81
41;145;145;41;(41, 145);117;81
41;22;41;22;(41, 22);119;80
41;13;41;13;(41, 13);116;81
41;205;205;41;(41, 205);116;52
41;6;41;6;(41, 6);116;73
41;130;130;41;(41, 130);118;79
41;45;45;41;(41, 45);117;80
41;46;46;41;(41, 46);119;80
41;164;164;41;(41, 164);116;78
41;27;41;27;(41, 27);116;79
41;67;67;41;(41, 67);119;80
41;12;41;12;(41, 12);119;79
41;112;112;41;(41, 112);116;79
41;154;154;41;(41, 154);118;80
41;162;162;41;(41, 162);118;80
41;76;76;41;(41, 76);132;75
41;3;41;3;(41, 3);118;81
41;84;84;41;(41, 84);133;79
41;179;179;41;(41, 179);130;78
41;152;152;41;(41, 152);121;69
41;61;61;41;(41, 61);132;78
41;63;63;41;(41, 63);119;73
41;142;142;41;(41, 142);125;80
41;191;191;41;(41, 191);116;77
41;10;41;10;(41, 10);121;79
41;89;89;41;(41, 89);132;76
41;187;187;41;(41, 187);116;79
41;174;174;41;(41, 174);118;79
41;297;297;41;(41, 297);117;79
41;39;41;39;(41, 39);116;79
41;185;185;41;(41, 185);118;80
41;115;115;41;(41, 115);116;79
41;78;78;41;(41, 78);116;78
41;4;41;4;(41, 4);117;78
41;189;189;41;(41, 189);131;81
41;199;199;41;(41, 199);116;81
41;25;41;25;(41, 25);116;79
41;51;51;41;(41, 51);121;77
41;294;294;41;(41, 294);119;81
41;298;298;41;(41, 298);117;79
41;146;146;41;(41, 146);119;76
41;59;59;41;(41, 59);122;79
41;30;41;30;(41, 30);117;81
41;159;159;41;(41, 159);118;79
41;23;41;23;(41, 23);134;81
41;26;41;26;(41, 26);116;78
41;72;72;41;(41, 72);116;80
41;155;155;41;(41, 155);118;80
41;18;41;18;(41, 18);116;79
41;88;88;41;(41, 88);133;79
41;194;194;41;(41, 194);117;78
41;180;180;41;(41, 180);116;79
41;293;293;41;(41, 293);130;79
41;173;173;41;(41, 173);127;81
32;145;145;32;(32, 145);115;81
32;22;32;22;(32, 22);119;81
32;13;32;13;(32, 13);114;82
32;205;205;32;(32, 205);113;52
32;6;32;6;(32, 6);111;73
32;130;130;32;(32, 130);114;79
32;45;45;32;(32, 45);115;80
32;46;46;32;(32, 46);118;81
32;164;164;32;(32, 164);115;78
32;27;32;27;(32, 27);112;80
32;67;67;32;(32, 67);115;80
32;12;32;12;(32, 12);114;79
32;112;112;32;(32, 112);112;79
32;154;154;32;(32, 154);116;81
32;162;162;32;(32, 162);116;80
32;76;76;32;(32, 76);130;75
32;3;32;3;(32, 3);116;82
32;84;84;32;(32, 84);132;79
32;179;179;32;(32, 179);122;78
32;152;152;32;(32, 152);114;69
32;61;61;32;(32, 61);132;78
32;63;63;32;(32, 63);112;73
32;142;142;32;(32, 142);121;81
32;191;191;32;(32, 191);116;77
32;10;32;10;(32, 10);121;79
32;89;89;32;(32, 89);132;76
32;187;187;32;(32, 187);110;79
32;174;174;32;(32, 174);114;79
32;297;297;32;(32, 297);116;79
32;39;39;32;(32, 39);111;79
32;185;185;32;(32, 185);118;80
32;115;115;32;(32, 115);114;79
32;78;78;32;(32, 78);113;78
32;4;32;4;(32, 4);113;78
32;189;189;32;(32, 189);130;82
32;199;199;32;(32, 199);114;82
32;25;32;25;(32, 25);112;79
32;51;51;32;(32, 51);117;78
32;294;294;32;(32, 294);117;82
32;298;298;32;(32, 298);115;79
32;146;146;32;(32, 146);119;76
32;59;59;32;(32, 59);113;79
32;30;32;30;(32, 30);113;82
32;159;159;32;(32, 159);116;79
32;23;32;23;(32, 23);132;81
32;26;32;26;(32, 26);112;78
32;72;72;32;(32, 72);116;80
32;155;155;32;(32, 155);116;80
32;18;32;18;(32, 18);116;79
32;88;88;32;(32, 88);133;79
32;194;194;32;(32, 194);113;78
32;180;180;32;(32, 180);116;79
32;293;293;32;(32, 293);125;80
32;173;173;32;(32, 173);123;81
145;22;145;22;(145, 22);118;80
145;13;145;13;(145, 13);117;81
145;205;205;145;(145, 205);115;52
145;6;145;6;(145, 6);113;73
145;130;145;130;(145, 130);115;79
145;45;145;45;(145, 45);115;80
145;46;145;46;(145, 46);118;80
145;164;164;145;(145, 164);113;78
145;27;145;27;(145, 27);112;79
145;67;145;67;(145, 67);114;80
145;12;145;12;(145, 12);117;79
145;112;145;112;(145, 112);112;79
145;154;154;145;(145, 154);114;80
145;162;162;145;(145, 162);118;80
145;76;145;76;(145, 76);130;75
145;3;145;3;(145, 3);114;81
145;84;145;84;(145, 84);132;79
145;179;179;145;(145, 179);124;79
145;152;152;145;(145, 152);114;69
145;61;145;61;(145, 61);130;78
145;63;145;63;(145, 63);114;74
145;142;145;142;(145, 142);121;80
145;191;191;145;(145, 191);115;77
145;10;145;10;(145, 10);119;80
145;89;145;89;(145, 89);132;77
145;187;187;145;(145, 187);116;79
145;174;174;145;(145, 174);115;79
145;297;297;145;(145, 297);117;79
145;39;145;39;(145, 39);114;79
145;185;185;145;(145, 185);115;80
145;115;145;115;(145, 115);115;79
145;78;145;78;(145, 78);111;78
145;4;145;4;(145, 4);114;78
145;189;189;145;(145, 189);128;81
145;199;199;145;(145, 199);111;81
145;25;145;25;(145, 25);110;79
145;51;145;51;(145, 51);117;77
145;294;294;145;(145, 294);118;81
145;298;298;145;(145, 298);114;80
145;146;146;145;(145, 146);118;77
145;59;145;59;(145, 59);117;79
145;30;145;30;(145, 30);114;81
145;159;159;145;(145, 159);114;79
145;23;145;23;(145, 23);133;81
145;26;145;26;(145, 26);110;78
145;72;145;72;(145, 72);115;80
145;155;155;145;(145, 155);118;80
145;18;145;18;(145, 18);113;79
145;88;145;88;(145, 88);134;79
145;194;194;145;(145, 194);112;78
145;180;180;145;(145, 180);113;79
145;293;293;145;(145, 293);125;79
145;173;173;145;(145, 173);126;81
22;13;22;13;(22, 13);119;81
22;205;205;22;(22, 205);119;52
22;6;22;6;(22, 6);118;73
22;130;130;22;(22, 130);120;79
22;45;45;22;(22, 45);119;79
22;46;46;22;(22, 46);118;84
22;164;164;22;(22, 164);118;78
22;27;27;22;(22, 27);117;80
22;67;67;22;(22, 67);117;83
22;12;22;12;(22, 12);118;82
22;112;112;22;(22, 112);117;78
22;154;154;22;(22, 154);120;81
22;162;162;22;(22, 162);121;80
22;76;76;22;(22, 76);131;75
22;3;22;3;(22, 3);121;81
22;84;84;22;(22, 84);133;82
22;179;179;22;(22, 179);131;78
22;152;152;22;(22, 152);119;72
22;61;61;22;(22, 61);131;78
22;63;63;22;(22, 63);121;73
22;142;142;22;(22, 142);126;80
22;191;191;22;(22, 191);118;76
22;10;22;10;(22, 10);121;82
22;89;89;22;(22, 89);135;76
22;187;187;22;(22, 187);118;79
22;174;174;22;(22, 174);121;79
22;297;297;22;(22, 297);120;79
22;39;39;22;(22, 39);119;79
22;185;185;22;(22, 185);117;82
22;115;115;22;(22, 115);118;79
22;78;78;22;(22, 78);117;78
22;4;22;4;(22, 4);119;78
22;189;189;22;(22, 189);132;81
22;199;199;22;(22, 199);117;81
22;25;25;22;(22, 25);117;79
22;51;51;22;(22, 51);120;81
22;294;294;22;(22, 294);122;81
22;298;298;22;(22, 298);120;79
22;146;146;22;(22, 146);122;76
22;59;59;22;(22, 59);123;79
22;30;30;22;(22, 30);119;82
22;159;159;22;(22, 159);121;79
22;23;23;22;(22, 23);134;83
22;26;26;22;(22, 26);117;78
22;72;72;22;(22, 72);118;80
22;155;155;22;(22, 155);121;80
22;18;22;18;(22, 18);117;79
22;88;88;22;(22, 88);133;82
22;194;194;22;(22, 194);118;78
22;180;180;22;(22, 180);117;79
22;293;293;22;(22, 293);131;79
22;173;173;22;(22, 173);130;80
13;205;205;13;(13, 205);116;52
13;6;13;6;(13, 6);114;73
13;130;130;13;(13, 130);117;79
13;45;45;13;(13, 45);115;80
13;46;46;13;(13, 46);119;81
13;164;164;13;(13, 164);116;78
13;27;27;13;(13, 27);114;81
13;67;67;13;(13, 67);117;80
13;12;13;12;(13, 12);119;79
13;112;112;13;(13, 112);114;79
13;154;154;13;(13, 154);118;81
13;162;162;13;(13, 162);116;80
13;76;76;13;(13, 76);131;75
13;3;13;3;(13, 3);118;82
13;84;84;13;(13, 84);132;79
13;179;179;13;(13, 179);129;78
13;152;152;13;(13, 152);121;69
13;61;61;13;(13, 61);132;78
13;63;63;13;(13, 63);119;73
13;142;142;13;(13, 142);123;81
13;191;191;13;(13, 191);116;77
13;10;13;10;(13, 10);121;79
13;89;89;13;(13, 89);132;77
13;187;187;13;(13, 187);114;79
13;174;174;13;(13, 174);116;79
13;297;297;13;(13, 297);116;80
13;39;39;13;(13, 39);116;79
13;185;185;13;(13, 185);118;80
13;115;115;13;(13, 115);114;80
13;78;78;13;(13, 78);114;78
13;4;13;4;(13, 4);115;78
13;189;189;13;(13, 189);130;82
13;199;199;13;(13, 199);115;82
13;25;25;13;(13, 25);114;79
13;51;51;13;(13, 51);119;78
13;294;294;13;(13, 294);119;82
13;298;298;13;(13, 298);117;80
13;146;146;13;(13, 146);119;76
13;59;59;13;(13, 59);120;79
13;30;30;13;(13, 30);115;82
13;159;159;13;(13, 159);118;79
13;23;23;13;(13, 23);132;81
13;26;26;13;(13, 26);114;78
13;72;72;13;(13, 72);116;81
13;155;155;13;(13, 155);116;80
13;18;18;13;(13, 18);116;79
13;88;88;13;(13, 88);133;79
13;194;194;13;(13, 194);117;78
13;180;180;13;(13, 180);116;79
13;293;293;13;(13, 293);128;80
13;173;173;13;(13, 173);125;81
205;6;205;6;(205, 6);114;50
205;130;205;130;(205, 130);117;52
205;45;205;45;(205, 45);117;52
205;46;205;46;(205, 46);118;52
205;164;205;164;(205, 164);116;51
205;27;205;27;(205, 27);114;52
205;67;205;67;(205, 67);117;52
205;12;205;12;(205, 12);118;52
205;112;205;112;(205, 112);114;52
205;154;205;154;(205, 154);116;52
205;162;205;162;(205, 162);118;52
205;76;205;76;(205, 76);132;52
205;3;205;3;(205, 3);116;52
205;84;205;84;(205, 84);133;52
205;179;205;179;(205, 179);127;52
205;152;205;152;(205, 152);118;50
205;61;205;61;(205, 61);132;52
205;63;205;63;(205, 63);116;52
205;142;205;142;(205, 142);124;52
205;191;205;191;(205, 191);116;52
205;10;205;10;(205, 10);121;52
205;89;205;89;(205, 89);132;51
205;187;205;187;(205, 187);115;52
205;174;205;174;(205, 174);116;52
205;297;297;205;(205, 297);117;52
205;39;205;39;(205, 39);114;52
205;185;205;185;(205, 185);118;52
205;115;205;115;(205, 115);116;52
205;78;205;78;(205, 78);115;51
205;4;205;4;(205, 4);115;52
205;189;205;189;(205, 189);131;52
205;199;205;199;(205, 199);115;52
205;25;205;25;(205, 25);114;52
205;51;205;51;(205, 51);119;51
205;294;294;205;(205, 294);117;52
205;298;298;205;(205, 298);115;52
205;146;205;146;(205, 146);119;52
205;59;205;59;(205, 59);119;52
205;30;205;30;(205, 30);115;52
205;159;205;159;(205, 159);116;52
205;23;205;23;(205, 23);134;52
205;26;205;26;(205, 26);114;52
205;72;205;72;(205, 72);116;52
205;155;205;155;(205, 155);118;52
205;18;205;18;(205, 18);116;52
205;88;205;88;(205, 88);133;52
205;194;205;194;(205, 194);115;52
205;180;205;180;(205, 180);116;52
205;293;293;205;(205, 293);128;52
205;173;205;173;(205, 173);125;52
6;130;130;6;(6, 130);114;73
6;45;45;6;(6, 45);112;72
6;46;46;6;(6, 46);117;73
6;164;164;6;(6, 164);114;71
6;27;27;6;(6, 27);111;73
6;67;67;6;(6, 67);113;73
6;12;12;6;(6, 12);115;73
6;112;112;6;(6, 112);111;73
6;154;154;6;(6, 154);116;73
6;162;162;6;(6, 162);116;73
6;76;76;6;(6, 76);128;70
6;3;6;3;(6, 3);115;73
6;84;84;6;(6, 84);131;72
6;179;179;6;(6, 179);123;73
6;152;152;6;(6, 152);115;67
6;61;61;6;(6, 61);129;72
6;63;63;6;(6, 63);113;68
6;142;142;6;(6, 142);119;73
6;191;191;6;(6, 191);116;71
6;10;10;6;(6, 10);119;73
6;89;89;6;(6, 89);132;71
6;187;187;6;(6, 187);112;73
6;174;174;6;(6, 174);113;73
6;297;297;6;(6, 297);115;73
6;39;39;6;(6, 39);113;73
6;185;185;6;(6, 185);116;73
6;115;115;6;(6, 115);112;73
6;78;78;6;(6, 78);110;72
6;4;6;4;(6, 4);111;72
6;189;189;6;(6, 189);128;73
6;199;199;6;(6, 199);111;73
6;25;25;6;(6, 25);109;73
6;51;51;6;(6, 51);114;71
6;294;294;6;(6, 294);117;73
6;298;298;6;(6, 298);114;72
6;146;146;6;(6, 146);118;71
6;59;59;6;(6, 59);115;73
6;30;30;6;(6, 30);111;73
6;159;159;6;(6, 159);114;73
6;23;23;6;(6, 23);131;73
6;26;26;6;(6, 26);110;73
6;72;72;6;(6, 72);115;73
6;155;155;6;(6, 155);116;73
6;18;18;6;(6, 18);113;73
6;88;88;6;(6, 88);133;73
6;194;194;6;(6, 194);113;73
6;180;180;6;(6, 180);114;73
6;293;293;6;(6, 293);123;72
6;173;173;6;(6, 173);123;73
130;45;130;45;(130, 45);112;78
130;46;130;46;(130, 46);121;79
130;164;164;130;(130, 164);107;77
130;27;130;27;(130, 27);116;79
130;67;130;67;(130, 67);116;79
130;12;130;12;(130, 12);110;79
130;112;130;112;(130, 112);116;78
130;154;154;130;(130, 154);117;79
130;162;162;130;(130, 162);117;79
130;76;130;76;(130, 76);127;75
130;3;130;3;(130, 3);114;79
130;84;130;84;(130, 84);131;78
130;179;179;130;(130, 179);118;78
130;152;152;130;(130, 152);108;69
130;61;130;61;(130, 61);129;77
130;63;130;63;(130, 63);108;73
130;142;142;130;(130, 142);119;78
130;191;191;130;(130, 191);117;76
130;10;130;10;(130, 10);115;80
130;89;130;89;(130, 89);131;77
130;187;187;130;(130, 187);113;79
130;174;174;130;(130, 174);116;79
130;297;297;130;(130, 297);118;79
130;39;130;39;(130, 39);113;79
130;185;185;130;(130, 185);118;79
130;115;130;115;(130, 115);115;79
130;78;130;78;(130, 78);110;78
130;4;130;4;(130, 4);117;78
130;189;189;130;(130, 189);130;79
130;199;199;130;(130, 199);111;79
130;25;130;25;(130, 25);110;79
130;51;130;51;(130, 51);117;77
130;294;294;130;(130, 294);121;79
130;298;298;130;(130, 298);117;78
130;146;146;130;(130, 146);119;76
130;59;130;59;(130, 59);113;79
130;30;130;30;(130, 30);114;79
130;159;159;130;(130, 159);113;79
130;23;130;23;(130, 23);130;79
130;26;130;26;(130, 26);114;78
130;72;130;72;(130, 72);118;79
130;155;155;130;(130, 155);117;80
130;18;130;18;(130, 18);111;79
130;88;130;88;(130, 88);135;79
130;194;194;130;(130, 194);116;78
130;180;180;130;(130, 180);114;79
130;293;293;130;(130, 293);125;77
130;173;173;130;(130, 173);127;79
45;46;46;45;(45, 46);119;79
45;164;164;45;(45, 164);111;77
45;27;45;27;(45, 27);114;78
45;67;67;45;(45, 67);114;79
45;12;45;12;(45, 12);114;78
45;112;112;45;(45, 112);114;78
45;154;154;45;(45, 154);119;79
45;162;162;45;(45, 162);117;79
45;76;76;45;(45, 76);124;74
45;3;45;3;(45, 3);116;80
45;84;84;45;(45, 84);130;78
45;179;179;45;(45, 179);124;77
45;152;152;45;(45, 152);116;68
45;61;61;45;(45, 61);126;77
45;63;63;45;(45, 63);114;73
45;142;142;45;(45, 142);117;79
45;191;191;45;(45, 191);117;76
45;10;45;10;(45, 10);117;78
45;89;89;45;(45, 89);132;75
45;187;187;45;(45, 187);114;78
45;174;174;45;(45, 174);114;78
45;297;297;45;(45, 297);115;78
45;39;45;39;(45, 39);116;78
45;185;185;45;(45, 185);117;79
45;115;115;45;(45, 115);113;78
45;78;78;45;(45, 78);107;77
45;4;45;4;(45, 4);113;77
45;189;189;45;(45, 189);127;80
45;199;199;45;(45, 199);110;80
45;25;45;25;(45, 25);107;78
45;51;51;45;(45, 51);113;76
45;294;294;45;(45, 294);120;80
45;298;298;45;(45, 298);117;78
45;146;146;45;(45, 146);117;75
45;59;59;45;(45, 59);117;78
45;30;45;30;(45, 30);112;80
45;159;159;45;(45, 159);114;78
45;23;45;23;(45, 23);128;80
45;26;45;26;(45, 26);112;77
45;72;72;45;(45, 72);116;79
45;155;155;45;(45, 155);117;79
45;18;45;18;(45, 18);109;78
45;88;88;45;(45, 88);134;78
45;194;194;45;(45, 194);115;77
45;180;180;45;(45, 180);113;78
45;293;293;45;(45, 293);124;78
45;173;173;45;(45, 173);124;80
46;164;164;46;(46, 164);119;78
46;27;46;27;(46, 27);117;80
46;67;67;46;(46, 67);117;83
46;12;46;12;(46, 12);118;82
46;112;112;46;(46, 112);117;78
46;154;154;46;(46, 154);120;81
46;162;162;46;(46, 162);121;80
46;76;76;46;(46, 76);131;75
46;3;46;3;(46, 3);120;81
46;84;84;46;(46, 84);133;82
46;179;179;46;(46, 179);131;78
46;152;152;46;(46, 152);119;72
46;61;61;46;(46, 61);131;78
46;63;63;46;(46, 63);120;73
46;142;142;46;(46, 142);126;80
46;191;191;46;(46, 191);119;76
46;10;46;10;(46, 10);121;82
46;89;89;46;(46, 89);135;76
46;187;187;46;(46, 187);118;79
46;174;174;46;(46, 174);120;79
46;297;297;46;(46, 297);120;79
46;39;46;39;(46, 39);118;79
46;185;185;46;(46, 185);118;82
46;115;115;46;(46, 115);118;79
46;78;78;46;(46, 78);118;78
46;4;46;4;(46, 4);118;78
46;189;189;46;(46, 189);133;81
46;199;199;46;(46, 199);118;81
46;25;46;25;(46, 25);117;79
46;51;51;46;(46, 51);119;81
46;294;294;46;(46, 294);121;81
46;298;298;46;(46, 298);119;79
46;146;146;46;(46, 146);122;76
46;59;59;46;(46, 59);123;79
46;30;46;30;(46, 30);118;82
46;159;159;46;(46, 159);120;79
46;23;46;23;(46, 23);134;83
46;26;46;26;(46, 26);117;78
46;72;72;46;(46, 72);118;80
46;155;155;46;(46, 155);121;80
46;18;46;18;(46, 18);118;79
46;88;88;46;(46, 88);133;82
46;194;194;46;(46, 194);118;78
46;180;180;46;(46, 180);118;79
46;293;293;46;(46, 293);131;79
46;173;173;46;(46, 173);129;80
164;27;164;27;(164, 27);114;77
164;67;164;67;(164, 67);115;78
164;12;164;12;(164, 12);110;77
164;112;164;112;(164, 112);114;76
164;154;164;154;(164, 154);116;78
164;162;164;162;(164, 162);118;78
164;76;164;76;(164, 76);126;74
164;3;164;3;(164, 3);115;78
164;84;164;84;(164, 84);130;77
164;179;179;164;(164, 179);119;76
164;152;164;152;(164, 152);110;68
164;61;164;61;(164, 61);127;77
164;63;164;63;(164, 63);110;72
164;142;164;142;(164, 142);118;77
164;191;191;164;(164, 191);114;75
164;10;164;10;(164, 10);115;77
164;89;164;89;(164, 89);131;74
164;187;187;164;(164, 187);115;77
164;174;174;164;(164, 174);115;77
164;297;297;164;(164, 297);116;77
164;39;164;39;(164, 39);113;77
164;185;185;164;(164, 185);115;78
164;115;164;115;(164, 115);114;77
164;78;164;78;(164, 78);108;76
164;4;164;4;(164, 4);116;76
164;189;189;164;(164, 189);127;78
164;199;199;164;(164, 199);109;78
164;25;164;25;(164, 25);108;77
164;51;164;51;(164, 51);116;75
164;294;294;164;(164, 294);119;78
164;298;298;164;(164, 298);116;78
164;146;164;146;(164, 146);117;75
164;59;164;59;(164, 59);115;77
164;30;164;30;(164, 30);113;78
164;159;164;159;(164, 159);113;77
164;23;164;23;(164, 23);129;78
164;26;164;26;(164, 26);112;76
164;72;164;72;(164, 72);115;78
164;155;164;155;(164, 155);118;78
164;18;164;18;(164, 18);109;77
164;88;164;88;(164, 88);133;77
164;194;194;164;(164, 194);114;76
164;180;180;164;(164, 180);112;77
164;293;293;164;(164, 293);124;77
164;173;173;164;(164, 173);126;78
27;67;67;27;(27, 67);113;79
27;12;27;12;(27, 12);118;79
27;112;112;27;(27, 112);109;78
27;154;154;27;(27, 154);114;80
27;162;162;27;(27, 162);116;79
27;76;76;27;(27, 76);130;75
27;3;27;3;(27, 3);116;80
27;84;84;27;(27, 84);132;78
27;179;179;27;(27, 179);124;78
27;152;152;27;(27, 152);115;69
27;61;61;27;(27, 61);131;77
27;63;63;27;(27, 63);116;73
27;142;142;27;(27, 142);119;79
27;191;191;27;(27, 191);113;76
27;10;27;10;(27, 10);121;79
27;89;89;27;(27, 89);132;77
27;187;187;27;(27, 187);113;79
27;174;174;27;(27, 174);113;79
27;297;297;27;(27, 297);115;80
27;39;39;27;(27, 39);114;79
27;185;185;27;(27, 185);115;79
27;115;115;27;(27, 115);113;80
27;78;78;27;(27, 78);110;78
27;4;27;4;(27, 4);112;78
27;189;189;27;(27, 189);127;80
27;199;199;27;(27, 199);111;80
27;25;27;25;(27, 25);109;79
27;51;51;27;(27, 51);116;78
27;294;294;27;(27, 294);117;80
27;298;298;27;(27, 298);115;79
27;146;146;27;(27, 146);119;76
27;59;59;27;(27, 59);115;79
27;30;30;27;(27, 30);113;80
27;159;159;27;(27, 159);116;79
27;23;27;23;(27, 23);132;79
27;26;27;26;(27, 26);109;78
27;72;72;27;(27, 72);114;80
27;155;155;27;(27, 155);116;79
27;18;27;18;(27, 18);114;79
27;88;88;27;(27, 88);133;79
27;194;194;27;(27, 194);112;78
27;180;180;27;(27, 180);114;79
27;293;293;27;(27, 293);122;79
27;173;173;27;(27, 173);123;80
67;12;67;12;(67, 12);115;82
67;112;112;67;(67, 112);113;78
67;154;154;67;(67, 154);118;80
67;162;162;67;(67, 162);119;80
67;76;76;67;(67, 76);127;75
67;3;67;3;(67, 3);117;80
67;84;84;67;(67, 84);130;82
67;179;179;67;(67, 179);125;78
67;152;152;67;(67, 152);114;72
67;61;67;61;(67, 61);128;78
67;63;67;63;(67, 63);116;73
67;142;142;67;(67, 142);121;79
67;191;191;67;(67, 191);118;76
67;10;67;10;(67, 10);118;82
67;89;89;67;(67, 89);134;76
67;187;187;67;(67, 187);116;79
67;174;174;67;(67, 174);115;79
67;297;297;67;(67, 297);118;79
67;39;67;39;(67, 39);116;79
67;185;185;67;(67, 185);116;82
67;115;115;67;(67, 115);115;79
67;78;78;67;(67, 78);111;78
67;4;67;4;(67, 4);114;78
67;189;189;67;(67, 189);130;80
67;199;199;67;(67, 199);112;80
67;25;67;25;(67, 25);110;79
67;51;67;51;(67, 51);113;80
67;294;294;67;(67, 294);120;80
67;298;298;67;(67, 298);117;79
67;146;146;67;(67, 146);120;76
67;59;67;59;(67, 59);117;79
67;30;67;30;(67, 30);113;81
67;159;159;67;(67, 159);116;79
67;23;67;23;(67, 23);129;83
67;26;67;26;(67, 26);111;78
67;72;72;67;(67, 72);118;80
67;155;155;67;(67, 155);119;80
67;18;67;18;(67, 18);114;79
67;88;88;67;(67, 88);133;82
67;194;194;67;(67, 194);115;78
